entry,名称,分组,定位,class,subclass,InventoryType,槽位,装等,白字属性,绿字归一值,绿字最终值,绿字最终随机系数,属性条数,模板原始属性总和,240归一属性总和,随机前后总属性比,插槽数量,插槽1颜色,插槽2颜色,插槽Bonus,伤害,攻速毫秒,DPS,野性攻击强度,护甲,格挡值,基准entry,基准名称,基准装等,基准class,基准subclass,基准InventoryType,预算回退方式,等价词条映射,外观entry,外观名称,displayid,外观品质,外观物品装等,外观需求等级,插槽3颜色
100479,唤潮者之利斧,武器,敏捷输出,2,0,13,单手武器,240,敏捷+32；耐力+63,攻击强度+106；暴击等级+32；命中等级+42,攻击强度+101；暴击等级+30；命中等级+46,攻击强度×0.9528；暴击等级×0.9375；命中等级×1.0952,5,228,275,0.9891,1,蓝色,,0,346.94-644.82,2600,190.72,,,,46031,疯狂之触,219,2,0,13,无,,33476,无情利斧,46999,4,138,70,
100480,凛冬之利斧,武器,坦克,2,0,13,单手武器,240,力量+55；耐力+84,防御等级+30；招架等级+31；躲闪等级+26,防御等级+30；招架等级+30；躲闪等级+26,防御等级×1.0000；招架等级×0.9677；躲闪等级×1.0000,5,267,226,0.9956,2,蓝色,红色,0,211.82-394.75,1600,189.55,,,,51795,托格拜恩，冰霜之王的战斧,258,2,0,13,无,,28433,邪恶位面战斧,41630,4,136,70,
100481,破晓战斧,武器,坦克,2,0,13,单手武器,240,力量+43；耐力+83,防御等级+35；命中等级+28；招架等级+39,防御等级+35；命中等级+28；招架等级+42,防御等级×1.0000；命中等级×1.0000；招架等级×1.0769,5,199,228,1.0132,0,,,0,212.96-395.97,1600,190.29,,,,40402,最后的笑容,226,2,0,13,无,,31965,残酷角斗士的利斧,41559,4,136,70,
100482,新月断空战斧,武器,坦克,2,0,13,单手武器,240,力量+48；耐力+83,防御等级+27；招架等级+29；躲闪等级+25,防御等级+29；招架等级+31；躲闪等级+24,防御等级×1.0741；招架等级×1.0690；躲闪等级×0.9600,5,284,212,1.0142,1,黄色,,0,212.26-395.90,1600,190.05,,,,51947,托格班恩，霜育王之斧,271,2,0,13,无,,29924,虚空梦魇,42177,4,134,70,
100483,仲裁者之重斧,武器,力量输出,2,1,17,双手武器,240,力量+140；耐力+148,命中等级+67；暴击等级+81,命中等级+73；暴击等级+80,命中等级×1.0896；暴击等级×0.9877,4,457,436,1.0115,2,红色,黄色,0,708.71-1064.03,3600,246.21,,,,48713,洛萨战斧,245,2,1,17,无,,30316,毁灭,41560,5,175,70,
100484,无畏战斧,武器,力量输出,2,1,17,双手武器,240,力量+148；耐力+147,精准等级+94；急速等级+75,精准等级+96；急速等级+78,精准等级×1.0213；急速等级×1.0400,4,455,464,1.0108,1,黄色,,0,670.05-1006.09,3400,246.49,,,,45165,开天,238,2,1,17,无,,34997,野蛮角斗士的斩首斧,49149,4,154,70,
100485,红龙之战斧,武器,力量输出,2,1,17,双手武器,240,力量+140；耐力+148,暴击等级+86；护甲穿透等级+79,暴击等级+86；护甲穿透等级+78,暴击等级×1.0000；护甲穿透等级×0.9873,4,474,453,0.9978,0,,,0,708.71-1064.03,3600,246.21,,,,47285,双刃屠斧,245,2,1,17,无,,33670,复仇角斗士的斩首斧,47732,4,146,70,
100486,魔铁破城斧,武器,力量输出,2,1,17,双手武器,240,力量+140；耐力+148,命中等级+67；暴击等级+81,命中等级+66；暴击等级+73,命中等级×0.9851；暴击等级×0.9012,4,457,436,0.9794,0,,,0,708.71-1064.03,3600,246.21,,,,48695,莫克什，舐血者,245,2,1,17,无,,34014,复仇角斗士的战斧,47771,4,146,70,
100487,铸魂者强弓,武器,敏捷输出,2,2,15,弓,240,敏捷+41；耐力+39,攻击强度+58；暴击等级+27；急速等级+23,攻击强度+53；暴击等级+27；急速等级+21,攻击强度×0.9138；暴击等级×1.0000；急速等级×0.9130,5,184,188,0.9628,0,,,0,414.69-709.87,2800,200.81,,25,,45327,海妖的悲鸣,238,2,2,15,无,,30318,灵弦长弓,41875,5,175,70,
100488,破晓者强弓,武器,敏捷输出,2,2,15,弓,240,敏捷+36；耐力+31,攻击强度+55；护甲穿透等级+23；命中等级+23,攻击强度+53；护甲穿透等级+23；命中等级+25,攻击强度×0.9636；护甲穿透等级×1.0000；命中等级×1.0870,5,176,168,1.0000,1,黄色,,0,422.06-705.64,2800,201.38,,,,48711,洛克夏拉，暗影诛灭者,245,2,2,15,无,,34334,索利达尔，群星之怒,48902,5,164,70,
100489,破天战弓,武器,敏捷输出,2,2,15,弓,240,敏捷+39；耐力+31,攻击强度+64；暴击等级+28；命中等级+25,攻击强度+69；暴击等级+30；命中等级+27,攻击强度×1.0781；暴击等级×1.0714；命中等级×1.0800,5,207,187,1.0481,2,蓝色,红色,0,437.02-724.52,2900,200.27,,,,50776,海洋之神骨弓,251,2,2,15,无,,23051,防御者之刃,35450,5,86,60,
100490,降临强弓,武器,敏捷输出,2,2,15,弓,240,敏捷+36；耐力+31,攻击强度+55；护甲穿透等级+23；命中等级+23,攻击强度+59；护甲穿透等级+23；命中等级+22,攻击强度×1.0727；护甲穿透等级×1.0000；命中等级×0.9565,5,176,168,1.0179,0,,,0,422.06-705.64,2800,201.38,,,,48697,狂击长弓,245,2,2,15,无,,34196,奎尔萨拉斯金弓,48294,4,154,70,
100491,潮汐破界火枪,武器,敏捷输出,2,3,26,远程武器,240,敏捷+38；耐力+41,攻击强度+44；暴击等级+27；急速等级+21,攻击强度+45；暴击等级+26；急速等级+20,攻击强度×1.0227；暴击等级×0.9630；急速等级×0.9524,5,201,171,0.9942,0,,,0,436.39-717.40,2900,198.93,,,,47523,菲斯克的自动火炮,258,2,3,26,无,,35075,野蛮角斗士的步枪,49393,4,154,70,
100492,铸魂者步枪,武器,敏捷输出,2,3,26,远程武器,240,敏捷+41；耐力+36,攻击强度+58；急速等级+29；护甲穿透等级+22,攻击强度+55；急速等级+27；护甲穿透等级+22,攻击强度×0.9483；急速等级×0.9310；护甲穿透等级×1.0000,5,183,186,0.9731,1,黄色,,0,430.01-735.41,2900,200.93,,25,,45261,巨人之灾,238,2,3,26,无,,34530,复仇角斗士的步枪,48183,4,146,70,
100493,追猎者之铳枪,武器,敏捷输出,2,3,26,远程武器,240,敏捷+37；耐力+22,攻击强度+64；暴击等级+29；命中等级+17,攻击强度+59；暴击等级+27；命中等级+17,攻击强度×0.9219；暴击等级×0.9310；命中等级×1.0000,5,177,169,0.9586,0,,,0,422.06-705.64,2800,201.38,,,,48022,大口径燧石火枪,245,2,3,26,无,,32325,坚韧卫士火枪,44962,4,141,70,
100494,秩序之铳枪,武器,敏捷输出,2,3,26,远程武器,240,敏捷+39；耐力+29,攻击强度+65；护甲穿透等级+28；急速等级+26,攻击强度+61；护甲穿透等级+28；急速等级+24,攻击强度×0.9385；护甲穿透等级×1.0000；急速等级×0.9231,5,206,187,0.9679,0,,,0,445.92-744.10,3000,198.34,,,,51385,打桩枪,251,2,3,26,无,,29949,奥金气枪,42178,4,134,70,
100495,守望钉锤,武器,力量输出,2,4,21,主手武器,240,耐力+84；力量+39,命中等级+25；精准等级+36；暴击等级+29,命中等级+24；精准等级+35；暴击等级+30,命中等级×0.9600；精准等级×0.9722；暴击等级×1.0345,5,197,213,0.9953,1,红色,,0,212.20-394.69,1600,189.65,,,,45876,战栗,232,2,4,13,同子类坦克评级等价替换,招架等级→精准等级；防御等级→暴击等级,30317,宇宙灌注者,41873,5,175,70,
100496,钢铁权杖,武器,力量输出,2,4,21,主手武器,240,力量+40；耐力+71,暴击等级+29；护甲穿透等级+36；精准等级+32,暴击等级+30；护甲穿透等级+39；精准等级+33,暴击等级×1.0345；护甲穿透等级×1.0833；精准等级×1.0312,5,207,208,1.0240,1,黄色,,0,211.56-394.91,1600,189.52,,,,45442,索萨利斯，守护者之锤,239,2,4,13,同子类坦克评级等价替换,防御等级→暴击等级；招架等级→护甲穿透等级,34335,圣灵之锤,48029,4,164,70,
100497,织法者之钉锤,武器,力量输出,2,4,21,主手武器,240,耐力+73；力量+55,急速等级+28；暴击等级+22；精准等级+31,急速等级+26；暴击等级+23；精准等级+34,急速等级×0.9286；暴击等级×1.0455；精准等级×1.0968,5,218,209,1.0096,0,,,0,212.01-394.14,1600,189.42,,,,48714,忠烈之锤,245,2,4,13,同子类坦克评级等价替换,躲闪等级→急速等级；招架等级→暴击等级；防御等级→精准等级,34176,哀难,47992,4,154,70,
100498,苍穹王座权杖,武器,坦克,2,4,21,主手武器,240,耐力+73；力量+55,躲闪等级+28；招架等级+22；防御等级+31,躲闪等级+26；招架等级+21；防御等级+29,躲闪等级×0.9286；招架等级×0.9545；防御等级×0.9355,5,218,209,0.9761,1,蓝色,,0,212.01-394.14,1600,189.42,,,,48699,鲜血与荣耀,245,2,4,13,无,,34199,执政官之槌,48908,4,154,70,
100499,裂地钉锤,武器,坦克,2,4,21,主手武器,240,耐力+83；力量+38,躲闪等级+41；命中等级+35；防御等级+33,躲闪等级+38；命中等级+37；防御等级+30,躲闪等级×0.9268；命中等级×1.0571；防御等级×0.9091,5,253,230,0.9826,2,红色,黄色,0,224.92-418.50,1700,189.24,,,,50760,断骨权杖,251,2,4,13,无,,34988,野蛮角斗士的碎骨锤,49136,4,154,70,
100500,破夜战锤,武器,坦克,2,4,21,主手武器,240,耐力+84；力量+43,躲闪等级+40；精准等级+28；防御等级+31,躲闪等级+39；精准等级+28；防御等级+30,躲闪等级×0.9750；精准等级×1.0000；防御等级×0.9677,5,197,226,0.9912,0,,,0,225.72-420.15,1700,189.96,,,,45892,雷霆的传承,225,2,4,13,无,,35014,野蛮角斗士的木槌,49135,4,154,70,
100501,灵能短锤,武器,法系输出,2,4,21,主手武器,240,耐力+36；智力+55,暴击等级+34；急速等级+52；法术强度+595,暴击等级+33；急速等级+55；法术强度+599,暴击等级×0.9706；急速等级×1.0577；法术强度×1.0067,5,807,772,1.0078,0,,,0,77.67-248.36,1500,108.68,,,,48709,碎心者,245,2,4,21,无,,35082,野蛮角斗士的拯救,49146,4,154,70,
100502,烈焰之短锤,武器,法系输出,2,4,21,主手武器,240,耐力+36；智力+55,暴击等级+34；急速等级+52；法术强度+595,暴击等级+33；急速等级+56；法术强度+616,暴击等级×0.9706；急速等级×1.0769；法术强度×1.0353,5,807,772,1.0311,2,蓝色,红色,0,77.67-248.36,1500,108.68,,,,48693,破心者,245,2,4,21,无,,32500,卡拉波水晶之塔,45365,4,151,70,
100503,泰坦监护者权杖,武器,法系输出,2,4,21,主手武器,240,耐力+55；智力+55,法术强度+595；急速等级+56；暴击等级+37,法术强度+640；急速等级+60；暴击等级+39,法术强度×1.0756；急速等级×1.0714；暴击等级×1.0541,5,834,798,1.0639,2,红色,黄色,0,93.02-297.27,1800,108.41,,,,47322,苦难之末,245,2,4,21,无,,33662,复仇角斗士的碎骨锤,47606,4,146,70,
100504,冰封镇海战锤,武器,治疗,2,4,21,主手武器,240,耐力+55；智力+56,法术强度+592；暴击等级+29；每5秒法力回复+24,法术强度+632；暴击等级+27；每5秒法力回复+23,法术强度×1.0676；暴击等级×0.9310；每5秒法力回复×0.9583,5,749,756,1.0489,0,,,0,94.79-300.51,1800,109.81,,,,45612,星座,239,2,4,21,无,,33687,复仇角斗士的木槌,47740,4,146,70,
100505,凛冬短锤,武器,治疗,2,4,21,主手武器,240,耐力+39；智力+52,法术强度+592；急速等级+53；每5秒法力回复+20,法术强度+580；急速等级+48；每5秒法力回复+21,法术强度×0.9797；急速等级×0.9057；每5秒法力回复×1.0500,5,743,756,0.9788,1,黄色,,0,100.67-307.11,1800,113.27,,,,45147,指路星,238,2,4,21,无,,34896,纳鲁赐福之槌,49111,4,146,70,
100506,深渊裂云钉锤,武器,治疗,2,4,21,主手武器,240,耐力+40；智力+43,法术强度+595；每5秒法力回复+24；暴击等级+48,法术强度+646；每5秒法力回复+22；暴击等级+52,法术强度×1.0857；每5秒法力回复×0.9167；暴击等级×1.0833,5,783,750,1.0707,1,红色,,0,93.02-297.27,1800,108.41,,,,48039,大地酋长之锤,245,2,4,21,无,,30108,浅水权杖,47438,4,141,70,
100507,符文镇压重锤,武器,力量输出,2,5,17,双手武器,240,力量+148；耐力+148,暴击等级+94；命中等级+75,暴击等级+93；命中等级+72,暴击等级×0.9894；命中等级×0.9600,4,456,465,0.9914,0,,,0,710.66-1064.97,3600,246.62,,,,45521,辟地,238,2,5,17,无,,17182,萨弗拉斯，炎魔拉格纳罗斯之手,29698,5,80,60,
100508,血色修道院战锤,武器,力量输出,2,5,17,双手武器,240,力量+135；耐力+113,暴击等级+120；急速等级+63,暴击等级+118；急速等级+58,暴击等级×0.9833；急速等级×0.9206,4,353,431,0.9838,0,,,0,716.06-1074.68,3600,248.71,,,,49802,千钧,219,2,5,17,无,,34989,野蛮角斗士的碾骨锤,49993,4,154,70,
100509,守望者破甲锤,武器,力量输出,2,5,17,双手武器,240,力量+129；耐力+153,暴击等级+84；护甲穿透等级+101,暴击等级+90；护甲穿透等级+108,暴击等级×1.0714；护甲穿透等级×1.0693,4,406,467,1.0278,2,蓝色,红色,0,693.29-1041.61,3500,247.84,,,,45282,铁魂,225,2,5,17,无,,33663,复仇角斗士的碾骨锤,47742,4,146,70,
100510,大地之重锤,武器,力量输出,2,5,17,双手武器,240,力量+132；耐力+148,暴击等级+85；精准等级+69,暴击等级+81；精准等级+72,暴击等级×0.9529；精准等级×1.0435,4,483,434,0.9977,1,红色,,0,688.34-1033.44,3500,245.97,,,,51562,公牛之心,251,2,5,17,无,,32332,诅咒火炬,45350,4,141,70,
100511,裂空长戟,武器,力量输出,2,6,17,双手武器,240,力量+140；耐力+148,命中等级+67；暴击等级+81,命中等级+67；暴击等级+84,命中等级×1.0000；暴击等级×1.0370,4,457,436,1.0069,1,红色,,0,708.71-1064.03,3600,246.21,,,,33492,托尔贝恩,245,2,1,17,同手位力量双手预算,,34183,魔脊之枪,47996,4,154,70,
100512,强攻战戟,武器,力量输出,2,6,17,双手武器,240,力量+147；耐力+148,暴击等级+89；急速等级+83,暴击等级+93；急速等级+82,暴击等级×1.0449；急速等级×0.9880,4,518,467,1.0064,1,黄色,,0,707.67-1062.88,3600,245.91,,,,50048,奎尔德拉，信仰之力,251,2,8,17,同手位力量双手预算,,35064,野蛮角斗士的痛苦之锯,49142,4,154,70,
100513,奥格瑞玛三叉戟,武器,力量输出,2,6,17,双手武器,240,力量+131；耐力+146,暴击等级+87；护甲穿透等级+70,暴击等级+82；护甲穿透等级+76,暴击等级×0.9425；护甲穿透等级×1.0857,4,430,434,1.0023,1,蓝色,,0,709.34-1065.02,3600,246.44,,,,45516,沃德雷萨，黑暗湮灭之剑,239,2,8,17,同手位力量双手预算,,33727,复仇角斗士的痛苦之锯,40368,4,146,70,
100514,烈日·长戟,武器,敏捷输出,2,6,17,双手武器,240,敏捷+85；耐力+135,暴击等级+93；急速等级+75；攻击强度+247,暴击等级+90；急速等级+74；攻击强度+238,暴击等级×0.9677；急速等级×0.9867；攻击强度×0.9636,5,556,635,0.9795,2,红色,黄色,0,633.93-952.01,3200,247.80,,,,45311,无情之刃,225,2,6,17,无,,32248,荒芜之戟,45318,4,141,70,
100515,不朽长矛,武器,敏捷输出,2,6,17,双手武器,240,敏捷+112；耐力+120,攻击强度+152；暴击等级+70；护甲穿透等级+85,攻击强度+162；暴击等级+71；护甲穿透等级+91,攻击强度×1.0658；暴击等级×1.0143；护甲穿透等级×1.0706,5,565,539,1.0315,0,,,0,610.49-915.74,3100,246.17,,,,49496,强化的暗影之击,245,2,6,17,无,,32025,残酷角斗士的痛苦之锯,41562,4,136,70,
100516,岩心之三叉戟,武器,敏捷输出,2,6,17,双手武器,240,耐力+99；敏捷+125,攻击强度+193；暴击等级+71；命中等级+91,攻击强度+209；暴击等级+76；命中等级+95,攻击强度×1.0829；暴击等级×1.0704；命中等级×1.0440,5,537,579,1.0432,0,,,0,671.38-1008.13,3400,246.99,,,,50296,逆戟鲸猎叉,232,2,6,17,无,,28774,深渊巨刃,40366,4,125,70,
100517,费伍德之利剑,武器,力量输出,2,7,21,主手武器,240,力量+40；耐力+84,暴击等级+38；精准等级+36；命中等级+31,暴击等级+38；精准等级+33；命中等级+30,暴击等级×1.0000；精准等级×0.9167；命中等级×0.9677,5,212,229,0.9825,2,红色,黄色,0,212.20-394.69,1600,189.65,,,,45110,泰坦禁卫,232,2,7,13,同子类坦克评级等价替换,防御等级→暴击等级；招架等级→精准等级,30311,迁跃切割者,41867,5,175,70,
100518,破云佩剑,武器,力量输出,2,7,21,主手武器,240,力量+55；耐力+73,暴击等级+30；命中等级+13,暴击等级+28；命中等级+13,暴击等级×0.9333；命中等级×1.0000,4,179,171,0.9883,1,黄色,,0,198.52-370.05,1500,189.52,,514,,48044,热情护卫者,245,2,7,13,同子类坦克评级等价替换,防御等级→暴击等级；躲闪等级→命中等级,32837,埃辛诺斯战刃,45479,5,156,70,
100519,唤星者佩剑,武器,力量输出,2,7,21,主手武器,240,力量+55；耐力+73,精准等级+30；急速等级+13,精准等级+30；急速等级+12,精准等级×1.0000；急速等级×0.9231,4,179,171,0.9942,1,蓝色,,0,198.52-370.05,1500,189.52,,514,,47967,十字军的荣耀,245,2,7,13,同子类坦克评级等价替换,防御等级→精准等级；躲闪等级→急速等级,32838,埃辛诺斯战刃,45481,5,156,70,
100520,蓝龙军团佩剑,武器,坦克,2,7,21,主手武器,240,力量+56；耐力+83,防御等级+29；招架等级+23；躲闪等级+33,防御等级+27；招架等级+22；躲闪等级+31,防御等级×0.9310；招架等级×0.9565；躲闪等级×0.9394,5,208,224,0.9777,1,蓝色,,0,225.99-420.15,1700,190.04,,,,50268,霜牙之爪,232,2,7,13,无,,22736,安杜尼苏斯，灵魂的收割者,35152,5,100,60,
100521,奥格瑞玛之利剑,武器,坦克,2,7,21,主手武器,240,力量+56；耐力+83,防御等级+29；躲闪等级+20,防御等级+29；躲闪等级+20,防御等级×1.0000；躲闪等级×1.0000,4,175,188,1.0000,1,红色,,0,198.41-370.29,1500,189.57,,459,,47899,热情护卫者,232,2,7,13,无,,19019,雷霆之怒，逐风者的祝福之剑,30606,5,80,60,
100522,诅咒之城之军刀,武器,坦克,2,7,21,主手武器,240,力量+56；耐力+83,防御等级+29；躲闪等级+20,防御等级+30；躲闪等级+20,防御等级×1.0345；躲闪等级×1.0000,4,175,188,1.0053,1,黄色,,0,198.41-370.29,1500,189.57,,459,,47810,十字军的荣耀,232,2,7,13,无,,61040,主-阿兹加洛战刃·绿,420106,5,70,70,
100523,深渊利剑,武器,法系输出,2,7,21,主手武器,240,耐力+53；智力+53,法术强度+597；暴击等级+49；急速等级+45,法术强度+655；暴击等级+50；急速等级+43,法术强度×1.0972；暴击等级×1.0204；急速等级×0.9556,5,878,797,1.0715,1,黄色,,0,109.42-345.60,2100,108.34,,,,50047,奎尔德拉，心灵之镜,251,2,7,21,无,,61041,副-阿兹加洛战刃·绿,421039,5,70,70,
100524,逐日者之短剑,武器,法系输出,2,7,21,主手武器,240,智力+60；耐力+42,暴击等级+49；法术强度+595；命中等级+42,暴击等级+45；法术强度+616；命中等级+46,暴击等级×0.9184；法术强度×1.0353；命中等级×1.0952,5,823,788,1.0266,1,蓝色,,0,125.62-397.96,2400,109.08,,,,49499,流光碧空之歌,245,2,7,21,无,,61042,主-阿兹加洛战刃·红,420108,5,70,70,
100525,命运·军刀,武器,法系输出,2,7,21,主手武器,240,耐力+49；智力+55,法术强度+595；命中等级+30；急速等级+50,法术强度+633；命中等级+28；急速等级+53,法术强度×1.0639；命中等级×0.9333；急速等级×1.0600,5,814,779,1.0501,2,红色,黄色,0,93.02-297.27,1800,108.41,,,,48708,魔法风暴,245,2,7,21,无,,61043,副-阿兹加洛战刃·红,421042,5,70,70,
100526,逐风佩剑,武器,敏捷输出,2,7,21,主手武器,240,敏捷+57；耐力+55,攻击强度+81；暴击等级+40；急速等级+32,攻击强度+78；暴击等级+40；急速等级+31,攻击强度×0.9630；暴击等级×1.0000；急速等级×0.9688,5,259,265,0.9849,0,,,0,331.88-617.07,2500,189.79,,,,45266,恶毒,238,2,7,13,无,,34164,龙鳞,48078,4,154,70,
100527,追猎军刀,武器,敏捷输出,2,7,21,主手武器,240,敏捷+54；耐力+49,攻击强度+65；护甲穿透等级+41；暴击等级+23,攻击强度+59；护甲穿透等级+37；暴击等级+22,攻击强度×0.9077；护甲穿透等级×0.9024；暴击等级×0.9565,5,243,232,0.9526,2,黄色,蓝色,0,198.52-370.05,1500,189.52,,,,48048,遗忘刻骨者,245,2,7,13,无,,34214,村正,48079,4,154,70,
100528,苍白佩剑,武器,敏捷输出,2,7,21,主手武器,240,敏捷+58；耐力+55,命中等级+39；暴击等级+22；攻击强度+76,命中等级+36；暴击等级+20；攻击强度+70,命中等级×0.9231；暴击等级×0.9091；攻击强度×0.9211,5,231,250,0.9560,1,蓝色,,0,198.41-370.29,1500,189.57,,,,46036,虚空弯刀,232,2,7,13,无,,35072,野蛮角斗士的迅捷之刃,49143,4,154,70,
100529,血月·阔剑,武器,力量输出,2,8,17,双手武器,240,力量+139；耐力+148,暴击等级+68；命中等级+92,暴击等级+72；命中等级+89,暴击等级×1.0588；命中等级×0.9674,4,499,447,1.0022,2,红色,黄色,0,669.02-1003.99,3400,246.03,,,,50761,堡垒卫士的巨剑,251,2,8,17,无,,13262,灰烬使者,23875,5,76,60,
100530,星海守护阔剑,武器,力量输出,2,8,17,双手武器,240,力量+147；耐力+148,暴击等级+89；急速等级+83,暴击等级+84；急速等级+80,暴击等级×0.9438；急速等级×0.9639,4,518,467,0.9829,2,黄色,蓝色,0,707.67-1062.88,3600,245.91,,,,50048,奎尔德拉，信仰之力,251,2,8,17,无,,50442,Ashbringer (Extra Effects),64030,5,76,60,
100531,银色北伐军之巨剑,武器,力量输出,2,8,17,双手武器,240,力量+123；耐力+154,护甲穿透等级+70；暴击等级+88,护甲穿透等级+69；暴击等级+82,护甲穿透等级×0.9857；暴击等级×0.9318,4,455,435,0.9839,0,,,0,708.71-1063.07,3600,246.08,,,,45868,艾塞尔之刃,245,2,8,17,无,,61030,天启·蓝,421007,5,32,27,
100532,祖达克之阔剑,武器,力量输出,2,8,17,双手武器,240,力量+139；耐力+171,精准等级+98；暴击等级+66,精准等级+90；暴击等级+70,精准等级×0.9184；暴击等级×1.0606,4,497,474,0.9916,1,红色,,0,688.49-1034.18,3500,246.10,,,,49498,锋锐的黑曜石之刃,245,2,8,17,无,,61031,天启·红,421009,5,32,27,
100533,寒冰皇冠权杖,武器,法系输出,2,10,17,双手武器,240,耐力+98；智力+114,法术强度+595；暴击等级+90；急速等级+123,法术强度+566；暴击等级+91；急速等级+126,法术强度×0.9513；暴击等级×1.0111；急速等级×1.0244,5,1067,1020,0.9755,1,黄色,,0,243.66-449.90,2100,165.13,,,,48045,黄泉法杖,245,2,10,17,无,,30313,瓦解法杖,41895,5,175,70,
100534,铸魂者之手杖,武器,法系输出,2,10,17,双手武器,240,耐力+98；智力+114,法术强度+597；暴击等级+91；命中等级+122,法术强度+568；暴击等级+97；命中等级+117,法术强度×0.9514；暴击等级×1.0659；命中等级×0.9590,5,1131,1022,0.9726,2,蓝色,红色,0,301.16-554.86,2600,164.62,,,,51582,席瓦娜的苍穹法杖,251,2,10,17,无,,22589,埃提耶什，守护者的传说之杖,35632,5,90,60,
100535,山岳守望权杖,武器,法系输出,2,10,17,双手武器,240,耐力+129；智力+131；精神+87,法术强度+592；急速等级+129,法术强度+598；急速等级+136,法术强度×1.0101；急速等级×1.0543,5,1049,1068,1.0122,0,,,0,252.16-460.60,2100,169.70,,,,45479,生命的缚誓者,238,2,10,17,无,,22630,埃提耶什，守护者的传说之杖,35631,5,90,60,
100536,死亡骑士之秘杖,武器,法系输出,2,10,17,双手武器,240,耐力+113；智力+131；精神+93,法术强度+592；命中等级+130,法术强度+556；命中等级+123,法术强度×0.9392；命中等级×0.9462,5,1039,1059,0.9594,2,黄色,蓝色,0,252.16-460.60,2100,169.70,,,,45171,热情,238,2,10,17,无,,22631,埃提耶什，守护者的传说之杖,35634,5,90,60,
100537,生命法杖,武器,治疗,2,10,17,双手武器,240,耐力+112；智力+129；精神+85,法术强度+592；暴击等级+105,法术强度+602；暴击等级+115,法术强度×1.0169；暴击等级×1.0952,5,1014,1023,1.0196,1,蓝色,,0,246.04-453.76,2100,166.62,,,,45457,无尽寒冬法杖,239,2,10,17,无,,22632,埃提耶什，守护者的传说之杖,35633,5,90,60,
100538,血月冻结权杖,武器,治疗,2,10,17,双手武器,240,耐力+120；智力+121；精神+91,急速等级+99；法术强度+589,急速等级+99；法术强度+633,急速等级×1.0000；法术强度×1.0747,5,950,1020,1.0431,1,黄色,,0,246.89-456.37,2100,167.44,,,,45886,冰核法杖,232,2,10,17,无,,61036,安东尼达斯法杖·紫,420603,5,70,70,
100539,青铜·权杖,武器,治疗,2,10,17,双手武器,240,耐力+129；智力+129；精神+131,法术强度+592；暴击等级+88,法术强度+618；暴击等级+92,法术强度×1.0439；暴击等级×1.0455,5,1049,1069,1.0281,0,,,0,252.16-460.60,2100,169.70,,,,45234,专注,238,2,10,17,无,,61037,安东尼达斯法杖·红,420604,5,70,70,
100540,先知权杖,武器,治疗,2,10,17,双手武器,240,耐力+87；智力+90；精神+122,法术强度+597；急速等级+124,法术强度+636；急速等级+130,法术强度×1.0653；急速等级×1.0484,5,1127,1020,1.0441,2,蓝色,黄色,0,358.65-661.63,3100,164.56,,,,50805,玛格汉大酋长的法杖,251,2,10,17,无,,34337,辛多雷金杖,48030,4,164,70,
100541,铁炉堡之神杖,武器,敏捷输出,2,10,17,双手武器,240,敏捷+105；耐力+130,攻击强度+250；暴击等级+65；急速等级+84,攻击强度+243；暴击等级+69；急速等级+78,攻击强度×0.9720；暴击等级×1.0615；急速等级×0.9286,5,561,634,0.9858,1,红色,,0,475.76-713.63,2400,247.79,,,,40388,旅途的终结,226,2,10,17,无,,34182,大魔导师的洪流法杖,49132,4,154,70,
100542,余烬之手杖,武器,敏捷输出,2,10,17,双手武器,240,敏捷+107；耐力+117,攻击强度+192；暴击等级+82；护甲穿透等级+77,攻击强度+187；暴击等级+83；护甲穿透等级+78,攻击强度×0.9740；暴击等级×1.0122；护甲穿透等级×1.0130,5,679,575,0.9948,1,黄色,,0,471.33-707.87,2400,245.67,,,,51797,诺达希尔的污染嫩枝,258,2,10,17,无,,34198,远古本能之柱,48290,4,154,70,
100543,夜幕秘杖,武器,敏捷输出,2,10,17,双手武器,240,敏捷+131；耐力+130,攻击强度+171；命中等级+75；暴击等级+93,攻击强度+176；命中等级+78；暴击等级+89,攻击强度×1.0292；命中等级×1.0400；暴击等级×0.9570,5,589,600,1.0067,1,蓝色,,0,473.10-710.66,2400,246.62,,,,45256,扭曲的面容,238,2,10,17,无,,34987,野蛮角斗士的战斗法杖,47994,4,154,70,
100544,天启缚龙铁拳,武器,敏捷输出,2,13,21,主手武器,240,敏捷+52；耐力+42,暴击等级+38；急速等级+36；攻击强度+89,暴击等级+36；急速等级+38；攻击强度+81,暴击等级×0.9474；急速等级×1.0556；攻击强度×0.9101,5,303,257,0.9689,0,,,0,393.87-591.69,2600,189.53,,,,51801,普尤斯，抗争之拳,258,2,13,21,无,,34331,欺诈者之手,48028,4,164,70,
100545,御风利爪,武器,敏捷输出,2,13,21,主手武器,240,敏捷+35；耐力+55,攻击强度+95；护甲穿透等级+37；暴击等级+27,攻击强度+98；护甲穿透等级+35；暴击等级+28,攻击强度×1.0316；护甲穿透等级×0.9459；暴击等级×1.0370,5,247,249,1.0080,1,黄色,,0,198.46-369.73,1500,189.40,,,,45494,狂乱之触,239,2,13,22,无,,34203,玛诺洛斯之握,48002,4,154,70,
