entry,名称,分组,定位,class,subclass,InventoryType,槽位,装等,白字属性,绿字理论归一值,触发属性预算系数,绿字触发附加前归一值,绿字最终值,绿字最终随机系数,属性条数,插槽数量,插槽1颜色,插槽2颜色,插槽Bonus,伤害,攻速毫秒,DPS,护甲,格挡值,触发法术ID,触发方式,触发效果类别,效果来源装等,效果来源物品ID,效果来源物品,基准entry,基准名称,基准装等,基准class,基准subclass,基准InventoryType,预算回退方式,等价词条映射,外观entry,外观名称,displayid,外观品质,外观物品装等,外观需求等级,插槽3颜色
104026,冰冠虚空战锤,武器,法系输出,2,4,21,主手武器,280,耐力+81；智力+82,法术强度+848；急速等级+79；暴击等级+54,1.00（触发效果额外，不扣属性预算）,法术强度+848；急速等级+79；暴击等级+54,法术强度+806；急速等级+73；暴击等级+55,法术强度×0.9505；急速等级×0.9241；暴击等级×1.0185,5,1,蓝色,,0,129.88-411.30,1800,150.33,,,,,,,,,47483,苦难之末,258,2,4,21,无,,30058,潮汐之锤,42193,4,134,70,
104027,永夜征伐碎骨锤,武器,法系输出,2,4,21,主手武器,280,耐力+81；智力+82,法术强度+848；急速等级+79；暴击等级+54,1.00（触发效果额外，不扣属性预算）,法术强度+848；急速等级+79；暴击等级+54,法术强度+821；急速等级+82；暴击等级+54,法术强度×0.9682；急速等级×1.0380；暴击等级×1.0000,5,1,红色,,0,129.88-411.30,1800,150.33,,,,,,,,,47206,哀难的终结,258,2,4,21,无,,33283,阿曼尼惩戒者,46801,4,132,70,
104028,龙骨荒野的余烬,武器,治疗,2,4,21,主手武器,280,耐力+80；智力+79,法术强度+848；暴击等级+69；每5秒法力回复+35,1.00（触发效果额外，不扣属性预算）,法术强度+848；暴击等级+69；每5秒法力回复+35,法术强度+880；暴击等级+71；每5秒法力回复+32,法术强度×1.0377；暴击等级×1.0290；每5秒法力回复×0.9143,5,1,蓝色,,0,157.55-502.70,2200,150.06,,,64738,1,法力回复,239,45535,信仰的证明,51798,瓦琉斯，圣光使者之锤,258,2,4,21,无,,28771,圣光的正义,40923,4,125,70,
104029,静谧洞察碎骨锤,武器,治疗,2,4,21,主手武器,280,耐力+76；智力+74,法术强度+851；急速等级+58；每5秒法力回复+34,1.00（触发效果额外，不扣属性预算）,法术强度+851；急速等级+58；每5秒法力回复+34,法术强度+880；急速等级+58；每5秒法力回复+31,法术强度×1.0341；急速等级×1.0000；每5秒法力回复×0.9118,5,0,,,0,157.82-500.90,2200,149.71,,,65002,1,法力回复,226,45929,西芙的记忆,51875,感染之伤,264,2,4,21,无,,34611,祭礼短棍,48159,4,125,70,
104030,霜火手锤,武器,治疗,2,4,21,主手武器,280,耐力+81；智力+69,法术强度+855；暴击等级+60；每5秒法力回复+34,1.00（触发效果额外，不扣属性预算）,法术强度+855；暴击等级+60；每5秒法力回复+34,法术强度+845；暴击等级+62；每5秒法力回复+34,法术强度×0.9883；暴击等级×1.0333；每5秒法力回复×1.0000,5,1,红色,,0,157.45-498.22,2200,149.02,,,71567,1,治疗回蓝,232,50260,消融之雪,51944,法流士，光明使者裁决槌,271,2,4,21,无,,28438,巨龙之喉,45769,4,123,70,
104031,战神之寒星,武器,力量输出,2,5,17,双手武器,280,力量+191；耐力+215,护甲穿透等级+118；命中等级+102,1.00（触发效果额外，不扣属性预算）,护甲穿透等级+118；命中等级+102,护甲穿透等级+121；命中等级+108,护甲穿透等级×1.0254；命中等级×1.0588,4,1,红色,,0,959.51-1439.26,3600,333.16,,,71404,1,护甲穿透,232,50198,钉壳毒蝎,50603,墓穴筑者,277,2,5,17,无,,28442,风暴使者,39584,4,136,70,
104032,余烬巨锤,武器,力量输出,2,5,17,双手武器,280,力量+204；耐力+165,暴击等级+177；急速等级+88,1.00（触发效果额外，不扣属性预算）,暴击等级+177；急速等级+88,暴击等级+180；急速等级+87,暴击等级×1.0169；急速等级×0.9886,4,0,,,0,968.75-1453.92,3600,336.48,,,64786,1,急速等级,239,45609,彗星之痕,49802,千钧,219,2,5,17,无,,31959,残酷角斗士的碾骨锤,41558,4,136,70,
104033,战槌·远古誓言,武器,力量输出,2,5,17,双手武器,280,力量+190；耐力+214,暴击等级+112；护甲穿透等级+111,1.00（触发效果额外，不扣属性预算）,暴击等级+112；护甲穿透等级+111,暴击等级+102；护甲穿透等级+110,暴击等级×0.9107；护甲穿透等级×0.9910,4,1,蓝色,,0,957.98-1438.58,3600,332.86,,,64792,1,攻击强度,226,45522,古神之血,51946,米奈希尔战争钉锤,271,2,5,17,无,,28800,纳鲁之锤,43531,4,125,70,
104034,双手锤·黎明赞歌,武器,力量输出,2,5,17,双手武器,280,力量+198；耐力+214,暴击等级+119；精准等级+112,1.00（触发效果额外，不扣属性预算）,暴击等级+119；精准等级+112,暴击等级+130；精准等级+108,暴击等级×1.0924；精准等级×0.9643,4,2,红色,黄色,0,957.66-1437.09,3600,332.60,,,,,,,,,47520,咒怨,258,2,5,17,无,,28441,惊雷,39583,4,123,70,
104035,荒野猎手的长矛,武器,力量输出,2,6,17,双手武器,280,力量+210；耐力+215,暴击等级+101；命中等级+138,1.00（触发效果额外，不扣属性预算）,暴击等级+101；命中等级+138,暴击等级+92；命中等级+125,暴击等级×0.9109；命中等级×0.9058,4,1,红色,,0,905.10-1358.27,3400,332.85,,,65020,1,护甲穿透,226,45931,雷神符石,50761,堡垒卫士的巨剑,251,2,8,17,同手位力量双手预算,,32184,Chancellor's Painsaw,42086,4,105,70,
104036,苍穹王座裂地骑枪,武器,力量输出,2,6,17,双手武器,280,力量+198；耐力+214,暴击等级+126；精准等级+107,1.00（触发效果额外，不扣属性预算）,暴击等级+126；精准等级+107,暴击等级+126；精准等级+97,暴击等级×1.0000；精准等级×0.9065,4,0,,,0,957.98-1438.58,3600,332.86,,,65025,1,暴击等级,226,46038,黑暗物质,50070,格罗萨格，白银之手骑士团圣剑,271,2,8,17,同手位力量双手预算,,30830,流放部族之戟,42906,4,100,70,
104037,长夜·长戟,武器,力量输出,2,6,17,双手武器,280,力量+198；耐力+214,暴击等级+116；护甲穿透等级+113,1.00（触发效果额外，不扣属性预算）,暴击等级+116；护甲穿透等级+113,暴击等级+122；护甲穿透等级+111,暴击等级×1.0517；护甲穿透等级×0.9823,4,1,蓝色,,0,957.66-1437.09,3600,332.60,,,,,,,,,51796,米奈希尔战槌,258,2,5,17,同手位力量双手预算,,23039,蛛魔之眼,35259,4,83,60,
104038,翡翠梦境的烈日,武器,敏捷输出,2,6,17,双手武器,280,敏捷+182；耐力+188,攻击强度+216；暴击等级+126；急速等级+100,1.00（触发效果额外，不扣属性预算）,攻击强度+216；暴击等级+126；急速等级+100,攻击强度+218；暴击等级+137；急速等级+106,攻击强度×1.0093；暴击等级×1.0873；急速等级×1.0600,5,2,红色,黄色,0,906.31-1359.47,3400,333.20,,,65020,1,护甲穿透,226,45931,雷神符石,50727,血瀑,277,2,6,17,无,,18869,大元帅的长刀,31761,4,78,60,
104039,泰坦遗训枪刃,武器,敏捷输出,2,6,17,双手武器,280,敏捷+178；耐力+188,攻击强度+245；暴击等级+108；护甲穿透等级+124,1.00（触发效果额外，不扣属性预算）,攻击强度+245；暴击等级+108；护甲穿透等级+124,攻击强度+222；暴击等级+104；护甲穿透等级+127,攻击强度×0.9061；暴击等级×0.9630；护甲穿透等级×1.0242,5,0,,,0,957.98-1438.58,3600,332.86,,,65025,1,暴击等级,226,46038,黑暗物质,50425,缚誓者，游侠将军的号令,271,2,6,17,无,,18871,高阶督军的赶猪棒,31766,4,78,60,
104040,银色勇士的长柄刃,武器,敏捷输出,2,6,17,双手武器,280,敏捷+131；耐力+143,攻击强度+360；命中等级+61；护甲穿透等级+141,1.00（触发效果额外，不扣属性预算）,攻击强度+360；命中等级+61；护甲穿透等级+141,攻击强度+390；命中等级+55；护甲穿透等级+130,攻击强度×1.0833；命中等级×0.9016；护甲穿透等级×0.9220,5,2,蓝色,红色,0,931.02-1397.09,3500,332.59,,,71404,1,护甲穿透,232,50198,钉壳毒蝎,51857,英魂长枪,264,2,6,17,无,,21635,沙漠掠夺者之刺,34250,4,77,60,
104041,龙眠的黎明赞歌,武器,力量输出,2,7,21,主手武器,280,力量+65；耐力+122,命中等级+43；暴击等级+50；精准等级+54,1.00（触发效果额外，不扣属性预算）,命中等级+43；暴击等级+50；精准等级+54,命中等级+47；暴击等级+54；精准等级+58,命中等级×1.0930；暴击等级×1.0800；精准等级×1.0741,5,0,,,0,285.45-533.35,1600,255.88,,,71404,1,护甲穿透,232,50198,钉壳毒蝎,45700,岩石禁卫,225,2,7,13,同子类坦克评级等价替换,躲闪等级→暴击等级；招架等级→精准等级,30910,混乱风暴,45360,4,151,70,
104042,霜火·军刀,武器,力量输出,2,7,21,主手武器,280,力量+59；耐力+121,暴击等级+53；护甲穿透等级+54；精准等级+47,1.00（触发效果额外，不扣属性预算）,暴击等级+53；护甲穿透等级+54；精准等级+47,暴击等级+49；护甲穿透等级+56；精准等级+46,暴击等级×0.9245；护甲穿透等级×1.0370；精准等级×0.9787,5,2,黄色,蓝色,0,285.06-530.46,1600,254.85,,,64786,1,急速等级,239,45609,彗星之痕,51010,整容刀,251,2,7,13,同子类坦克评级等价替换,防御等级→暴击等级；招架等级→护甲穿透等级,33734,复仇角斗士的迅捷之刃,46970,4,146,70,
104043,龙眠之利刃,武器,力量输出,2,7,21,主手武器,280,力量+83；耐力+107,精准等级+33；急速等级+41；暴击等级+43,1.00（触发效果额外，不扣属性预算）,精准等级+33；急速等级+41；暴击等级+43,精准等级+32；急速等级+38；暴击等级+41,精准等级×0.9697；急速等级×0.9268；暴击等级×0.9535,5,1,蓝色,,0,284.79-530.75,1600,254.86,,,,,,,,,47506,银翼护卫者,258,2,7,13,同子类坦克评级等价替换,防御等级→精准等级；躲闪等级→急速等级；招架等级→暴击等级,30874,不败的意志,45232,4,141,70,
104044,失落神殿山岳利刃,武器,坦克,2,7,21,主手武器,280,力量+83；耐力+107,防御等级+33；躲闪等级+41；招架等级+43,1.00（触发效果额外，不扣属性预算）,防御等级+33；躲闪等级+41；招架等级+43,防御等级+32；躲闪等级+40；招架等级+42,防御等级×0.9697；躲闪等级×0.9756；招架等级×0.9767,5,0,,,0,284.79-530.75,1600,254.86,,,64764,1,减伤护盾,226,45507,将军之心,47513,奥格瑞姆斜锋剑,258,2,7,13,无,,30881,恶行之刃,45799,4,141,70,
104045,黎明圣所无伤长剑,武器,坦克,2,7,21,主手武器,280,力量+83；耐力+106,防御等级+42；躲闪等级+18,1.00（触发效果额外，不扣属性预算）,防御等级+42；躲闪等级+18,防御等级+42；躲闪等级+19,防御等级×1.0000；躲闪等级×1.0556,4,1,红色,,0,266.91-497.54,1500,254.82,578,,,,,,,,48044,热情护卫者,245,2,7,13,无,,32369,野蛮之刃,47226,4,141,70,
104046,荒野猎手的长剑,武器,坦克,2,7,21,主手武器,280,力量+83；耐力+106,防御等级+42；躲闪等级+18,1.00（触发效果额外，不扣属性预算）,防御等级+42；躲闪等级+18,防御等级+43；躲闪等级+19,防御等级×1.0238；躲闪等级×1.0556,4,1,黄色,,0,266.91-497.54,1500,254.82,578,,64764,1,减伤护盾,226,45507,将军之心,47967,十字军的荣耀,245,2,7,13,无,,33467,扭曲预言之刃,46992,4,138,70,
104047,秘法阔剑,武器,法系输出,2,7,21,主手武器,280,耐力+77；智力+78,法术强度+856；急速等级+68；暴击等级+69,1.00（触发效果额外，不扣属性预算）,法术强度+856；急速等级+68；暴击等级+69,法术强度+832；急速等级+62；暴击等级+63,法术强度×0.9720；急速等级×0.9118；暴击等级×0.9130,5,2,黄色,蓝色,0,139.11-418.42,1800,154.87,,,64742,1,法术强度,226,45490,潘多拉的恳求,50427,血涌，克尔苏加德的苦痛之剑,271,2,7,21,无,,28427,光芒之怒,41389,4,136,70,
104048,霜脉矮人永夜军刀,武器,法系输出,2,7,21,主手武器,280,智力+90；耐力+61,暴击等级+72；法术强度+840；命中等级+62,1.00（触发效果额外，不扣属性预算）,暴击等级+72；法术强度+840；命中等级+62,暴击等级+73；法术强度+863；命中等级+58,暴击等级×1.0139；法术强度×1.0274；命中等级×0.9355,5,0,,,0,175.69-556.59,2400,152.56,,,64714,1,法术强度,239,45518,天堂之焰,49499,流光碧空之歌,245,2,7,21,无,,32027,残酷角斗士的迅捷之刃,42379,4,136,70,
104049,霜原孤歌阔剑,武器,法系输出,2,7,21,主手武器,280,耐力+78；智力+78,法术强度+858；急速等级+68；命中等级+52,1.00（触发效果额外，不扣属性预算）,法术强度+858；急速等级+68；命中等级+52,法术强度+773；急速等级+71；命中等级+49,法术强度×0.9009；急速等级×1.0441；命中等级×0.9423,5,2,红色,黄色,0,146.64-424.55,1800,158.66,,,,,,,,,50704,亡僵,277,2,7,21,无,,30082,艾萨拉之爪,42187,4,134,70,
104050,银色北伐军之阔剑,武器,敏捷输出,2,7,21,主手武器,280,敏捷+76；耐力+62,攻击强度+118；急速等级+49；暴击等级+47,1.00（触发效果额外，不扣属性预算）,攻击强度+118；急速等级+49；暴击等级+47,攻击强度+122；急速等级+50；暴击等级+51,攻击强度×1.0339；急速等级×1.0204；暴击等级×1.0851,5,2,红色,黄色,0,463.79-862.30,2600,255.02,,,,,,,,,51858,断魂,264,2,7,13,无,,30095,海兽之牙,42188,4,134,70,
104051,烈日·战刃,武器,敏捷输出,2,7,21,主手武器,280,敏捷+94；耐力+71,攻击强度+84；护甲穿透等级+58；暴击等级+34,1.00（触发效果额外，不扣属性预算）,攻击强度+84；护甲穿透等级+58；暴击等级+34,攻击强度+84；护甲穿透等级+61；暴击等级+37,攻击强度×1.0000；护甲穿透等级×1.0517；暴击等级×1.0882,5,2,黄色,蓝色,0,266.91-497.54,1500,254.82,,,64786,1,急速等级,239,45609,彗星之痕,48048,遗忘刻骨者,245,2,7,13,无,,33214,埃基尔松的爪刃,46789,4,132,70,
104052,夜幕之黎明赞歌,武器,敏捷输出,2,7,21,主手武器,280,敏捷+100；耐力+80,命中等级+58；暴击等级+32；攻击强度+99,1.00（触发效果额外，不扣属性预算）,命中等级+58；暴击等级+32；攻击强度+99,命中等级+60；暴击等级+31；攻击强度+95,命中等级×1.0345；暴击等级×0.9688；攻击强度×0.9596,5,2,蓝色,红色,0,266.76-497.86,1500,254.87,,,64792,1,攻击强度,226,45522,古神之血,46036,虚空弯刀,232,2,7,13,无,,33388,无情,46985,4,132,70,
104053,赤焰凝视符文巨刃,武器,力量输出,2,8,17,双手武器,280,力量+199；耐力+215,暴击等级+92；命中等级+136,1.00（触发效果额外，不扣属性预算）,暴击等级+92；命中等级+136,暴击等级+84；命中等级+123,暴击等级×0.9130；命中等级×0.9044,4,1,红色,,0,903.93-1357.59,3400,332.58,,,64792,1,攻击强度,226,45522,古神之血,51936,堡垒卫士的巨剑,264,2,8,17,无,,61032,天启·黄,421010,5,32,27,
104054,永恒之眼之双手剑,武器,力量输出,2,8,17,双手武器,280,力量+221；耐力+215,暴击等级+131；急速等级+116,1.00（触发效果额外，不扣属性预算）,暴击等级+131；急速等级+116,暴击等级+121；急速等级+111,暴击等级×0.9237；急速等级×0.9569,4,2,黄色,蓝色,0,957.39-1437.95,3600,332.69,,,65020,1,护甲穿透,226,45931,雷神符石,50048,奎尔德拉，信仰之力,251,2,8,17,无,,61033,亡者·蓝,421003,5,32,27,
104055,永恒之眼赤焰符文巨刃,武器,力量输出,2,8,17,双手武器,280,力量+198；耐力+213,暴击等级+128；护甲穿透等级+97,1.00（触发效果额外，不扣属性预算）,暴击等级+128；护甲穿透等级+97,暴击等级+135；护甲穿透等级+101,暴击等级×1.0547；护甲穿透等级×1.0412,4,0,,,0,959.65-1440.84,3600,333.40,,,65025,1,暴击等级,226,46038,黑暗物质,45516,沃德雷萨，黑暗湮灭之剑,239,2,8,17,无,,61034,亡者·紫,421004,5,32,27,
104056,泰坦巨剑,武器,力量输出,2,8,17,双手武器,280,力量+190；耐力+214,暴击等级+117；精准等级+110,1.00（触发效果额外，不扣属性预算）,暴击等级+117；精准等级+110,暴击等级+109；精准等级+100,暴击等级×0.9316；精准等级×0.9091,4,1,红色,,0,1077.92-1460.19,3600,352.52,,,71404,1,护甲穿透,232,50198,钉壳毒蝎,50730,葛罗伦萨格，银手至高之刃,284,2,8,17,无,,61035,亡者·红,421005,5,32,27,
104057,冰冠的霜火,武器,法系输出,2,10,17,双手武器,280,耐力+137；智力+168,法术强度+857；暴击等级+176；急速等级+129,1.00（触发效果额外，不扣属性预算）,法术强度+857；暴击等级+176；急速等级+129,法术强度+934；暴击等级+184；急速等级+134,法术强度×1.0898；暴击等级×1.0455；急速等级×1.0388,5,1,黄色,,0,439.70-788.88,2600,236.27,,,,,,,,,51943,海莱恩，遗忘之爱法杖,271,2,10,17,无,,35103,野蛮角斗士的法杖,49148,4,154,70,
104058,苍穹王座的破晓,武器,法系输出,2,10,17,双手武器,280,耐力+143；智力+162,法术强度+851；暴击等级+130；命中等级+176,1.00（触发效果额外，不扣属性预算）,法术强度+851；暴击等级+130；命中等级+176,法术强度+815；暴击等级+120；命中等级+168,法术强度×0.9577；暴击等级×0.9231；命中等级×0.9545,5,1,蓝色,,0,442.07-792.75,2600,237.47,,,,,,,,,51828,席瓦娜的苍穹法杖,264,2,10,17,无,,30908,阿古斯的使徒,45205,4,151,70,
104059,幻光降临长杖,武器,法系输出,2,10,17,双手武器,280,耐力+181；智力+181；精神+135,法术强度+859；急速等级+134,1.00（触发效果额外，不扣属性预算）,法术强度+859；急速等级+134,法术强度+927；急速等级+131,法术强度×1.0792；急速等级×0.9776,5,0,,,0,397.80-678.72,2100,256.31,,,,,,,,,50725,圣光将熄,277,2,10,17,无,,32374,扎尔杜姆，吞噬者的法杖,45161,4,151,70,
104060,暮星追猎法杖,武器,法系输出,2,10,17,双手武器,280,耐力+143；智力+162,法术强度+851；命中等级+130；急速等级+171,1.00（触发效果额外，不扣属性预算）,法术强度+851；命中等级+130；急速等级+171,法术强度+914；命中等级+122；急速等级+171,法术强度×1.0740；命中等级×0.9385；急速等级×1.0000,5,0,,,0,335.83-619.12,2100,227.37,,,,,,,,,51887,尸煞,264,2,10,17,无,,33716,复仇角斗士的法杖,47744,4,146,70,
104061,屠龙者裁断符文杖,武器,治疗,2,10,17,双手武器,280,耐力+188；智力+191；精神+107,法术强度+848；暴击等级+170,1.00（触发效果额外，不扣属性预算）,法术强度+848；暴击等级+170,法术强度+821；暴击等级+176,法术强度×0.9682；暴击等级×1.0353,5,1,蓝色,,0,337.40-621.97,2100,228.42,,,64738,1,法力回复,239,45535,信仰的证明,47525,隐忍,258,2,10,17,无,,33766,复仇角斗士的作战法杖,47743,4,146,70,
104062,灰熊丘陵之法杖,武器,治疗,2,10,17,双手武器,280,耐力+122；智力+131；精神+175,法术强度+851；急速等级+171,1.00（触发效果额外，不扣属性预算）,法术强度+851；急速等级+171,法术强度+864；急速等级+158,法术强度×1.0153；急速等级×0.9240,5,0,,,0,495.75-913.83,3100,227.35,,,,,,,,,51898,玛格汉大酋长的法杖,264,2,10,17,无,,34898,森林之王的法杖,48935,4,146,70,
104063,幽影符文杖,武器,治疗,2,10,17,双手武器,280,耐力+188；智力+191；精神+107,法术强度+848；暴击等级+170,1.00（触发效果额外，不扣属性预算）,法术强度+848；暴击等级+170,法术强度+911；暴击等级+180,法术强度×1.0743；暴击等级×1.0588,5,1,红色,,0,337.40-621.97,2100,228.42,,,65002,1,法力回复,226,45929,西芙的记忆,47524,沐恩,258,2,10,17,无,,29988,节点钥匙,47435,4,141,70,
104064,守望者的魔杖,武器,治疗,2,10,17,双手武器,280,耐力+181；智力+183；精神+142,法术强度+851；急速等级+138,1.00（触发效果额外，不扣属性预算）,法术强度+851；急速等级+138,法术强度+803；急速等级+145,法术强度×0.9436；急速等级×1.0507,5,1,蓝色,,0,383.81-667.10,2100,250.22,,,71567,1,治疗回蓝,232,50260,消融之雪,50181,圣光将熄,264,2,10,17,无,,30883,狂野之柱,45224,4,141,70,
104065,屠龙者守护节杖,武器,敏捷输出,2,10,17,双手武器,280,敏捷+166；耐力+151,攻击强度+249；暴击等级+126；急速等级+125,1.00（触发效果额外，不扣属性预算）,攻击强度+249；暴击等级+126；急速等级+125,攻击强度+271；暴击等级+132；急速等级+137,攻击强度×1.0884；暴击等级×1.0476；急速等级×1.0960,5,2,红色,黄色,0,639.33-959.51,2400,333.09,,,65020,1,护甲穿透,226,45931,雷神符石,50695,天涯,277,2,10,17,无,,32344,完美恢复法杖,47434,4,141,70,
104066,游侠将军的祭司杖,武器,敏捷输出,2,10,17,双手武器,280,敏捷+169；耐力+170,攻击强度+259；暴击等级+119；护甲穿透等级+105,1.00（触发效果额外，不扣属性预算）,攻击强度+259；暴击等级+119；护甲穿透等级+105,攻击强度+243；暴击等级+109；护甲穿透等级+114,攻击强度×0.9382；暴击等级×0.9160；护甲穿透等级×1.0857,5,1,黄色,,0,639.01-959.05,2400,332.93,,,,,,,,,51945,受污染的嫩枝，诺达希尔,271,2,10,17,无,,32055,残酷角斗士的战斗法杖,41557,4,136,70,
104067,锐眼之远古誓言,武器,敏捷输出,2,10,17,双手武器,280,敏捷+182；耐力+170,攻击强度+254；暴击等级+126；命中等级+108,1.00（触发效果额外，不扣属性预算）,攻击强度+254；暴击等级+126；命中等级+108,攻击强度+264；暴击等级+121；命中等级+106,攻击强度×1.0394；暴击等级×0.9603；命中等级×0.9815,5,1,蓝色,,0,637.61-958.10,2400,332.44,,,65025,1,暴击等级,226,46038,黑暗物质,51881,冰河之柱,264,2,10,17,无,,29981,复仇军生命法杖,42180,4,134,70,
104068,冬拥湖的长夜,武器,敏捷输出,2,13,21,主手武器,280,敏捷+89；耐力+61,暴击等级+56；急速等级+50；攻击强度+116,1.00（触发效果额外，不扣属性预算）,暴击等级+56；急速等级+50；攻击强度+116,暴击等级+56；急速等级+46；攻击强度+118,暴击等级×1.0000；急速等级×0.9200；攻击强度×1.0172,5,1,红色,,0,529.57-795.54,2600,254.83,,,71404,1,护甲穿透,232,50198,钉壳毒蝎,51801,普尤斯，抗争之拳,258,2,13,21,无,,33737,复仇角斗士的右拳刃,46966,4,146,70,
104069,霜羽唤醒拳套,武器,敏捷输出,2,13,21,主手武器,280,敏捷+94；耐力+61,护甲穿透等级+42；暴击等级+55；攻击强度+92,1.00（触发效果额外，不扣属性预算）,护甲穿透等级+42；暴击等级+55；攻击强度+92,护甲穿透等级+39；暴击等级+54；攻击强度+97,护甲穿透等级×0.9286；暴击等级×0.9818；攻击强度×1.0543,5,1,黄色,,0,529.93-795.55,2600,254.90,,,64786,1,急速等级,239,45609,彗星之痕,33495,狂暴,245,2,13,21,无,,34893,瓦尼尔的残忍右拳套,49113,4,146,70,
104070,蓝龙军团之拳刃,武器,敏捷输出,2,13,21,主手武器,280,敏捷+77；耐力+71,命中等级+55；暴击等级+48；攻击强度+115,1.00（触发效果额外，不扣属性预算）,命中等级+55；暴击等级+48；攻击强度+115,命中等级+52；暴击等级+44；攻击强度+125,命中等级×0.9455；暴击等级×0.9167；攻击强度×1.0870,5,2,蓝色,红色,0,549.37-825.35,2700,254.58,,,,,,,,,45449,切碎者,245,2,13,21,无,,34950,瓦尼尔的野蛮左拳套,49112,4,146,70,
104071,索拉查猎影战拳,武器,敏捷输出,2,13,22,副手武器,280,敏捷+75；耐力+61,暴击等级+56；急速等级+42；攻击强度+120,1.00（触发效果额外，不扣属性预算）,暴击等级+56；急速等级+42；攻击强度+120,暴击等级+60；急速等级+45；攻击强度+118,暴击等级×1.0714；急速等级×1.0714；攻击强度×0.9833,5,2,红色,黄色,0,531.23-797.38,2600,255.50,,,64792,1,攻击强度,226,45522,古神之血,51941,普鸠斯，蔑视之拳,271,2,13,21,无,,32945,熔岩怒火之拳,45890,4,141,70,
104072,战拳·天穹,武器,敏捷输出,2,13,22,副手武器,280,敏捷+61；耐力+79,攻击强度+123；护甲穿透等级+52；暴击等级+40,1.00（触发效果额外，不扣属性预算）,攻击强度+123；护甲穿透等级+52；暴击等级+40,攻击强度+129；护甲穿透等级+50；暴击等级+39,攻击强度×1.0488；护甲穿透等级×0.9615；暴击等级×0.9750,5,0,,,0,266.84-497.11,1500,254.65,,,65020,1,护甲穿透,226,45931,雷神符石,45494,狂乱之触,239,2,13,22,无,,32946,熔岩怒火之爪,45889,4,141,70,
104073,龙魂低语利爪,武器,敏捷输出,2,13,22,副手武器,280,敏捷+100；耐力+80,攻击强度+110；暴击等级+40；命中等级+55,1.00（触发效果额外，不扣属性预算）,攻击强度+110；暴击等级+40；命中等级+55,攻击强度+103；暴击等级+38；命中等级+52,攻击强度×0.9364；暴击等级×0.9500；命中等级×0.9455,5,1,蓝色,,0,530.67-796.01,2600,255.13,,,,,,,,,50315,七指之爪,232,2,13,21,无,,32003,残酷角斗士的左拳刃,42760,4,136,70,
104074,霜脉矮人霜羽锐刺,武器,敏捷输出,2,15,21,主手武器,280,敏捷+81；耐力+80,攻击强度+90；暴击等级+54；急速等级+45,1.00（触发效果额外，不扣属性预算）,攻击强度+90；暴击等级+54；急速等级+45,攻击强度+90；暴击等级+59；急速等级+41,攻击强度×1.0000；暴击等级×1.0926；急速等级×0.9111,5,2,红色,黄色,0,368.08-553.15,1800,255.90,,,,,,,,,50676,解骨,277,2,15,13,无,,34895,占星者的聚焦匕首,48887,4,146,70,
104075,游侠将军守护匕首,武器,敏捷输出,2,15,21,主手武器,280,敏捷+86；耐力+80,攻击强度+103；暴击等级+54；护甲穿透等级+53,1.00（触发效果额外，不扣属性预算）,攻击强度+103；暴击等级+54；护甲穿透等级+53,攻击强度+107；暴击等级+56；护甲穿透等级+48,攻击强度×1.0388；暴击等级×1.0370；护甲穿透等级×0.9057,5,0,,,0,249.91-464.92,1400,255.30,,,65025,1,暴击等级,226,46038,黑暗物质,50183,肺穿,264,2,15,13,无,,30103,瓦丝琪之牙,42189,4,141,70,
104076,霜羽祭刃,武器,敏捷输出,2,15,21,主手武器,280,敏捷+86；耐力+62,攻击强度+100；暴击等级+47；急速等级+50,1.00（触发效果额外，不扣属性预算）,攻击强度+100；暴击等级+47；急速等级+50,攻击强度+107；暴击等级+43；急速等级+51,攻击强度×1.0700；暴击等级×0.9149；急速等级×1.0200,5,1,蓝色,,0,320.83-597.75,1800,255.16,,,71404,1,护甲穿透,232,50198,钉壳毒蝎,51846,血啜,264,2,15,13,无,,30865,追踪匕首,45233,4,141,70,
104077,祖达克之短刃,武器,法系输出,2,15,21,主手武器,280,耐力+58；智力+72,法术强度+855；暴击等级+53；急速等级+80,1.00（触发效果额外，不扣属性预算）,法术强度+855；暴击等级+53；急速等级+80,法术强度+911；暴击等级+56；急速等级+81,法术强度×1.0655；暴击等级×1.0566；急速等级×1.0125,5,0,,,0,128.33-407.64,1800,148.88,,,64742,1,法术强度,226,45490,潘多拉的恳求,51939,泰萨斯，血腥君王之匕,271,2,15,21,无,,30901,无尽的痛苦,45209,4,141,70,
104078,长夜祭刃,武器,法系输出,2,15,21,主手武器,280,耐力+58；智力+72,法术强度+851；暴击等级+54；命中等级+81,1.00（触发效果额外，不扣属性预算）,法术强度+851；暴击等级+54；命中等级+81,法术强度+928；暴击等级+55；命中等级+84,法术强度×1.0905；暴击等级×1.0185；命中等级×1.0370,5,0,,,0,129.23-410.56,1800,149.94,,,64714,1,法术强度,239,45518,天堂之焰,51815,阴冷凛惧岛刻刃,264,2,15,21,无,,32237,大漩涡之怒,45294,4,141,70,
