entry,名称,分组,定位,class,subclass,InventoryType,槽位,装等,白字属性,绿字归一值,绿字最终值,绿字最终随机系数,属性条数,模板原始属性总和,260归一属性总和,随机前后总属性比,插槽数量,插槽1颜色,插槽2颜色,插槽Bonus,伤害,攻速毫秒,DPS,护甲,格挡值,基准entry,基准名称,基准装等,基准class,基准subclass,基准InventoryType,预算回退方式,等价词条映射,外观entry,外观名称,displayid,外观品质,外观物品装等,外观需求等级,插槽3颜色
101611,龙鳞·镇岳,通用槽位,坦克,4,0,2,颈部,260,力量+66；耐力+119,防御等级+58；躲闪等级+50；命中等级+44,防御等级+61；躲闪等级+46；命中等级+46,防御等级×1.0517；躲闪等级×0.9200；命中等级×1.0455,5,351,337,1.0030,1,红色,,0,,,,,,50195,孔雀石锁链,264,4,0,2,无,,33296,灵巧胸针,46805,4,128,70,
101612,星轨·御风,通用槽位,坦克,4,0,2,颈部,260,耐力+131；力量+68,躲闪等级+56；精准等级+44；防御等级+57,躲闪等级+61；精准等级+48；防御等级+58,躲闪等级×1.0893；精准等级×1.0909；防御等级×1.0175,5,310,356,1.0281,2,黄色,蓝色,0,,,,,,49492,艾斯卡达尔铰链,245,4,0,2,无,,33297,蛮族项圈,43701,4,128,70,
101613,石肤印记,通用槽位,坦克,4,0,2,颈部,260,力量+87；耐力+118,防御等级+32；躲闪等级+48；招架等级+46,防御等级+32；躲闪等级+51；招架等级+43,防御等级×1.0000；躲闪等级×1.0625；招架等级×0.9348,5,304,331,1.0000,0,,,0,,,,,,50763,玛洛加尔的斑驳环佩,251,4,0,2,无,,28762,灵魂窃取项链,35358,4,125,70,
101614,静潮·戒律,通用槽位,坦克,4,0,11,戒指,260,力量+87；耐力+118,防御等级+46；躲闪等级+38；招架等级+46,防御等级+44；躲闪等级+41；招架等级+43,防御等级×0.9565；躲闪等级×1.0789；招架等级×0.9348,5,328,335,0.9940,1,蓝色,,0,,,,,,47476,叛君指环,258,4,0,11,无,,28763,永生之翡翠指环,9847,4,125,70,
101615,晨星·破夜,通用槽位,坦克,4,0,11,戒指,260,力量+63；耐力+130,防御等级+58；躲闪等级+57；命中等级+51,防御等级+62；躲闪等级+55；命中等级+47,防御等级×1.0690；躲闪等级×0.9649；命中等级×0.9216,5,355,359,0.9944,0,,,0,,,,,,50388,汹涌勇气之灰烬指环,259,4,0,11,无,,30738,逆转指环,9834,4,120,70,
101616,磐石之戒,通用槽位,坦克,4,0,11,戒指,260,力量+63；耐力+117,防御等级+58；躲闪等级+46；精准等级+50,防御等级+63；躲闪等级+50；精准等级+49,防御等级×1.0862；躲闪等级×1.0870；精准等级×0.9800,5,275,334,1.0240,0,,,0,,,,,,45471,命运的约束,239,4,0,11,无,,28649,迦萝娜的徽记指环,33728,4,115,70,
101617,秘银·之戒,通用槽位,坦克,4,0,11,戒指,260,力量+87；耐力+118,防御等级+46；躲闪等级+38；招架等级+46,防御等级+44；躲闪等级+39；招架等级+44,防御等级×0.9565；躲闪等级×1.0263；招架等级×0.9565,5,328,335,0.9910,0,,,0,,,,,,47157,叛君徽记,258,4,0,11,无,,28675,谢尔曼指环,26001,4,115,70,
101618,擎天戒律,通用槽位,坦克,4,0,11,戒指,260,力量+55；耐力+119,命中等级+51；躲闪等级+61；防御等级+54,命中等级+53；躲闪等级+63；防御等级+51,命中等级×1.0392；躲闪等级×1.0328；防御等级×0.9444,5,353,340,1.0029,1,红色,,0,,,,,,51913,憎恶血戒,264,4,0,11,无,,28753,循环之戒,9846,4,115,70,
101619,裁决者之玺戒,通用槽位,坦克,4,0,11,戒指,260,力量+86；耐力+119,防御等级+41；躲闪等级+42；招架等级+46,防御等级+38；躲闪等级+46；招架等级+44,防御等级×0.9268；躲闪等级×1.0952；招架等级×0.9565,5,347,334,0.9970,1,黄色,,0,,,,,,49985,蛮力指环,264,4,0,11,无,,31399,自然屏障,44086,4,115,70,
101620,亘古之驭雷,通用槽位,坦克,4,1,16,披风,260,力量+87；耐力+118,防御等级+46；躲闪等级+38；招架等级+46,防御等级+43；躲闪等级+35；招架等级+49,防御等级×0.9348；躲闪等级×0.9211；招架等级×1.0652,5,328,335,0.9910,0,,,0,,,,174,,48675,坚定卫士披风,258,4,1,16,无,,33484,多莉的拥抱,47589,4,136,70,
101621,符文大师之罩袍,通用槽位,坦克,4,1,16,披风,260,力量+66；耐力+119,防御等级+58；躲闪等级+58；命中等级+37,防御等级+62；躲闪等级+63；命中等级+38,防御等级×1.0690；躲闪等级×1.0862；命中等级×1.0270,5,351,338,1.0296,1,红色,,0,,,,175,,50074,皇家血色披风,264,4,1,16,无,,32420,夜色之末,45480,4,130,70,
101622,银辉之净世,通用槽位,坦克,4,1,16,披风,260,力量+66；耐力+118,防御等级+58；躲闪等级+50；精准等级+44,防御等级+58；躲闪等级+55；精准等级+46,防御等级×1.0000；躲闪等级×1.1000；精准等级×1.0455,5,330,336,1.0208,1,黄色,,0,,,,174,,47436,恶魔领主的荣傲披风,258,4,1,16,无,,29925,凤翼披风,46126,4,128,70,
101623,暗影·披肩,通用槽位,坦克,4,1,16,披风,260,力量+87；耐力+118,防御等级+46；躲闪等级+38；招架等级+46,防御等级+50；躲闪等级+35；招架等级+44,防御等级×1.0870；躲闪等级×0.9211；招架等级×0.9565,5,328,335,0.9970,1,蓝色,,0,,,,174,,48670,无畏卫士披风,258,4,1,16,无,,30098,锋鳞作战披风,43597,4,128,70,
101624,海加尔山的青铜,副手,法系输出,4,0,23,副手物品,260,耐力+66；智力+66,法术强度+102；暴击等级+58；急速等级+58,法术强度+94；暴击等级+53；急速等级+63,法术强度×0.9216；暴击等级×0.9138；急速等级×1.0862,5,364,350,0.9771,1,黄色,,0,,,,,,50173,影丝纺锤,264,4,0,23,无,,38322,铁箍之书,23171,4,200,77,
101625,黑锋骑士之宝珠,副手,法系输出,4,0,23,副手物品,260,耐力+66；智力+66,法术强度+102；暴击等级+58；命中等级+58,法术强度+93；暴击等级+59；命中等级+53,法术强度×0.9118；暴击等级×1.0172；命中等级×0.9138,5,344,350,0.9629,0,,,0,,,,,,47437,无心之罪饰物,258,4,0,23,无,,35008,野蛮角斗士的决战,39505,4,159,70,
101626,海加尔山的魔铁,副手,法系输出,4,0,23,副手物品,260,耐力+66；智力+66；精神+58,法术强度+102；急速等级+58,法术强度+97；急速等级+58,法术强度×0.9510；急速等级×1.0000,5,364,350,0.9857,0,,,0,,,,,,50423,永恒暮色日晷,264,4,0,23,无,,34179,深渊之心,48894,4,154,70,
101627,暮星之裂云,副手,法系输出,4,0,23,副手物品,260,耐力+66；智力+66,法术强度+102；暴击等级+58；命中等级+58,法术强度+102；暴击等级+55；命中等级+53,法术强度×1.0000；暴击等级×0.9483；命中等级×0.9138,5,344,350,0.9771,2,黄色,蓝色,0,,,,,,47064,侵越之印,258,4,0,23,无,,34206,贵族精灵的赞美诗,48895,4,154,70,
101628,晨辉魔典,副手,治疗,4,0,23,副手物品,260,耐力+66；智力+66；精神+58,法术强度+102；暴击等级+58,法术强度+95；暴击等级+59,法术强度×0.9314；暴击等级×1.0172,5,344,350,0.9829,0,,,0,,,,,,47470,幻变咒符,258,4,0,23,无,,30911,净化节杖,39420,4,151,70,
101629,轰雷法球,副手,治疗,4,0,23,副手物品,260,耐力+66；智力+66；精神+58,法术强度+102；急速等级+58,法术强度+100；急速等级+59,法术强度×0.9804；急速等级×1.0172,5,364,350,0.9971,1,黄色,,0,,,,,,50423,永恒暮色日晷,264,4,0,23,无,,30872,黑暗秘密编年史,45211,4,141,70,
101630,龙骨·宝珠,副手,治疗,4,0,23,副手物品,260,耐力+66；智力+66；精神+58,法术强度+102；暴击等级+58,法术强度+106；暴击等级+61,法术强度×1.0392；暴击等级×1.0517,5,344,350,1.0200,2,红色,蓝色,0,,,,,,47146,炽光圣杯,258,4,0,23,无,,32350,灵感之触,41453,4,141,70,
101631,星云之断空,副手,治疗,4,0,23,副手物品,260,耐力+66；智力+66；精神+58,法术强度+103；急速等级+59,法术强度+97；急速等级+64,法术强度×0.9417；急速等级×1.0847,5,411,352,0.9972,1,蓝色,,0,,,,,,50635,永恒幽暮日晷,277,4,0,23,无,,32361,盲眼先知圣像,45275,4,141,70,
101632,魔能壁垒,盾牌,法系输出,4,6,14,盾牌,260,耐力+66；智力+66,法术强度+102；急速等级+58；暴击等级+58,法术强度+95；急速等级+56；暴击等级+56,法术强度×0.9314；急速等级×0.9655；暴击等级×0.9655,5,344,350,0.9686,0,,,0,,,,8746,247,47448,决心壁垒,258,4,6,14,无,,30314,相位壁垒,40867,5,175,70,
101633,祖达克之盾牌,盾牌,法系输出,4,6,14,盾牌,260,耐力+66；智力+66,法术强度+102；急速等级+58；暴击等级+58,法术强度+100；急速等级+55；暴击等级+61,法术强度×0.9804；急速等级×0.9483；暴击等级×1.0517,5,344,350,0.9943,1,蓝色,,0,,,,8746,247,47085,圣洁壁垒,258,4,6,14,无,,34986,野蛮角斗士的屏障,49154,4,159,70,
101634,紫电纹章盾,盾牌,法系输出,4,6,14,盾牌,260,耐力+66；智力+66,法术强度+102；急速等级+58；暴击等级+58,法术强度+96；急速等级+58；暴击等级+61,法术强度×0.9412；急速等级×1.0000；暴击等级×1.0517,5,364,350,0.9914,0,,,0,,,,8771,241,49976,燃铁壁垒,264,4,6,14,无,,35073,野蛮角斗士的壁垒,49153,4,159,70,
101635,灵能坚盾,盾牌,法系输出,4,6,14,盾牌,260,耐力+66；智力+66,法术强度+102；急速等级+58；暴击等级+58,法术强度+92；急速等级+59；暴击等级+59,法术强度×0.9020；急速等级×1.0172；暴击等级×1.0172,5,344,350,0.9771,0,,,0,,,,8746,247,47448,决心壁垒,258,4,6,14,无,,35094,野蛮角斗士的墙盾,49155,4,159,70,
101636,风暴领主之护盾,盾牌,治疗,4,6,14,盾牌,260,耐力+62；智力+59,每5秒法力回复+31；暴击等级+51；法术强度+91,每5秒法力回复+34；暴击等级+50；法术强度+89,每5秒法力回复×1.0968；暴击等级×0.9804；法术强度×0.9780,5,256,294,1.0000,2,蓝色,黄色,0,,,,8678,259,48040,库卡隆的荣耀,245,4,6,14,无,,34185,折戟壁垒,48907,4,154,70,
101637,黎明大盾,盾牌,治疗,4,6,14,盾牌,260,耐力+66；智力+66,法术强度+94；急速等级+50；每5秒法力回复+29,法术强度+92；急速等级+49；每5秒法力回复+31,法术强度×0.9787；急速等级×0.9800；每5秒法力回复×1.0690,5,317,305,0.9967,0,,,0,,,,8771,241,51812,蓝龙军团的失落之盾,264,4,6,14,无,,34231,天使命运之盾,48906,4,154,70,
101638,生命大盾,盾牌,治疗,4,6,14,盾牌,260,耐力+62；智力+59,每5秒法力回复+31；暴击等级+51；法术强度+91,每5秒法力回复+29；暴击等级+54；法术强度+100,每5秒法力回复×0.9355；暴击等级×1.0588；法术强度×1.0989,5,256,294,1.0340,1,红色,,0,,,,8678,259,47963,警觉护盾,245,4,6,14,无,,30909,安东尼达斯的专注纹章盾,45204,4,151,70,
101639,黎明纹章盾,盾牌,治疗,4,6,14,盾牌,260,耐力+66；智力+67,法术强度+102；急速等级+57；每5秒法力回复+29,法术强度+107；急速等级+62；每5秒法力回复+31,法术强度×1.0490；急速等级×1.0877；每5秒法力回复×1.0690,5,296,321,1.0374,1,蓝色,,0,,,,8711,253,51791,蓝龙军团的失落之盾,251,4,6,14,无,,32375,埃辛诺斯壁垒,45653,4,151,70,
101640,破夜壁垒,盾牌,坦克,4,6,14,盾牌,260,力量+79；耐力+119,防御等级+46；格挡等级+41；招架等级+49,防御等级+45；格挡等级+44；招架等级+53,防御等级×0.9783；格挡等级×1.0732；招架等级×1.0816,5,347,334,1.0180,0,,,0,,,,8771,241,51909,无尽寒冬,264,4,6,14,无,,33661,复仇角斗士的屏障,42376,4,146,70,
101641,凋零护盾,盾牌,坦克,4,6,14,盾牌,260,力量+88；耐力+131,防御等级+45；格挡等级+40；招架等级+49,防御等级+47；格挡等级+39；招架等级+47,防御等级×1.0444；格挡等级×0.9750；招架等级×0.9592,5,324,353,0.9972,0,,,0,,,,8711,253,50794,无尽寒冬,251,4,6,14,无,,30882,圣光壁垒,44863,4,141,70,
101642,诅咒之城之护盾,盾牌,坦克,4,6,14,盾牌,260,力量+79；耐力+119,防御等级+46；格挡等级+41；招架等级+49,防御等级+49；格挡等级+41；招架等级+45,防御等级×1.0652；格挡等级×1.0000；招架等级×0.9184,5,347,334,0.9970,1,黄色,,0,,,,8771,241,51909,无尽寒冬,264,4,6,14,无,,30889,卡兹洛加之心,44865,4,141,70,
101643,镇岳壁垒,盾牌,坦克,4,6,14,盾牌,260,力量+88；耐力+117,防御等级+46；躲闪等级+34；格挡等级+43,防御等级+43；躲闪等级+37；格挡等级+42,防御等级×0.9348；躲闪等级×1.0882；格挡等级×0.9767,5,271,328,0.9970,1,蓝色,,0,,,,8641,265,45587,奥尔加隆的壁垒,239,4,6,14,无,,32255,魔石壁垒,44869,4,141,70,
101644,降世短斧,武器,力量输出,2,0,13,单手武器,260,力量+52；耐力+100,暴击等级+42；命中等级+34；精准等级+47,暴击等级+40；命中等级+31；精准等级+47,暴击等级×0.9524；命中等级×0.9118；精准等级×1.0000,5,199,275,0.9818,0,,,0,246.94-459.15,1600,220.65,,,40402,最后的笑容,226,2,0,13,同子类坦克评级等价替换,防御等级→暴击等级；招架等级→精准等级,34995,野蛮角斗士的切碎者,49150,4,154,70,
101645,赤霞之手斧,武器,力量输出,2,0,13,单手武器,260,力量+67；耐力+101,暴击等级+36；护甲穿透等级+38；命中等级+30,暴击等级+35；护甲穿透等级+36；命中等级+33,暴击等级×0.9722；护甲穿透等级×0.9474；命中等级×1.1000,5,267,272,1.0000,0,,,0,245.61-457.73,1600,219.79,,,51795,托格拜恩，冰霜之王的战斧,258,2,0,13,同子类坦克评级等价替换,防御等级→暴击等级；招架等级→护甲穿透等级；躲闪等级→命中等级,35110,野蛮角斗士的战斧,49152,4,154,70,
101646,炽焰战斧,武器,力量输出,2,0,13,单手武器,260,力量+59；耐力+100,精准等级+33；暴击等级+35；急速等级+29,精准等级+36；暴击等级+38；急速等级+27,精准等级×1.0909；暴击等级×1.0857；急速等级×0.9310,5,284,256,1.0156,1,蓝色,,0,246.12-459.06,1600,220.37,,,51947,托格班恩，霜育王之斧,271,2,0,13,同子类坦克评级等价替换,防御等级→精准等级；招架等级→暴击等级；躲闪等级→急速等级,33669,复仇角斗士的利斧,46962,4,146,70,
101647,疾影战斧,武器,敏捷输出,2,0,13,单手武器,260,敏捷+64；耐力+67,攻击强度+92；暴击等级+44；急速等级+45,攻击强度+94；暴击等级+47；急速等级+41,攻击强度×1.0217；暴击等级×1.0682；急速等级×0.9111,5,345,312,1.0032,1,红色,,0,400.99-745.75,2600,220.53,,,50012,浩劫的召唤，洛丹伦王权之刃,271,2,0,13,无,,32236,涨潮,44959,4,141,70,
101648,血月短斧,武器,敏捷输出,2,0,13,单手武器,260,敏捷+68；耐力+67,攻击强度+73；暴击等级+37；护甲穿透等级+45,攻击强度+67；暴击等级+37；护甲穿透等级+46,攻击强度×0.9178；暴击等级×1.0000；护甲穿透等级×1.0222,5,284,290,0.9828,1,黄色,,0,230.39-429.31,1500,219.90,,,47427,血怒,258,2,0,13,无,,32254,残酷者,44960,4,141,70,
101649,逐风短斧,武器,敏捷输出,2,0,13,单手武器,260,敏捷+42；耐力+76,攻击强度+120；暴击等级+39；命中等级+51,攻击强度+127；暴击等级+37；命中等级+54,攻击强度×1.0583；暴击等级×0.9487；命中等级×1.0588,5,228,328,1.0244,2,蓝色,红色,0,402.29-747.69,2600,221.15,,,46031,疯狂之触,219,2,0,13,无,,33476,无情利斧,46999,4,138,70,
101650,血色修道院之短斧,武器,坦克,2,0,13,单手武器,260,力量+67；耐力+101,防御等级+36；招架等级+38；躲闪等级+30,防御等级+34；招架等级+41；躲闪等级+32,防御等级×0.9444；招架等级×1.0789；躲闪等级×1.0667,5,267,272,1.0110,1,蓝色,,0,245.61-457.73,1600,219.79,,,51795,托格拜恩，冰霜之王的战斧,258,2,0,13,无,,28433,邪恶位面战斧,41630,4,136,70,
101651,不灭短斧,武器,坦克,2,0,13,单手武器,260,力量+59；耐力+100,防御等级+33；招架等级+35；躲闪等级+29,防御等级+31；招架等级+37；躲闪等级+27,防御等级×0.9394；招架等级×1.0571；躲闪等级×0.9310,5,284,256,0.9922,0,,,0,246.12-459.06,1600,220.37,,,51947,托格班恩，霜育王之斧,271,2,0,13,无,,31965,残酷角斗士的利斧,41559,4,136,70,
101652,岩心手斧,武器,坦克,2,0,13,单手武器,260,力量+67；耐力+101,防御等级+36；招架等级+38；躲闪等级+30,防御等级+34；招架等级+35；躲闪等级+32,防御等级×0.9444；招架等级×0.9211；躲闪等级×1.0667,5,267,272,0.9890,0,,,0,245.61-457.73,1600,219.79,,,51795,托格拜恩，冰霜之王的战斧,258,2,0,13,无,,29924,虚空梦魇,42177,4,134,70,
101653,仲裁者重斧,武器,力量输出,2,1,17,双手武器,260,力量+171；耐力+178,命中等级+81；暴击等级+98,命中等级+78；暴击等级+98,命中等级×0.9630；暴击等级×1.0000,4,457,528,0.9943,1,红色,,0,824.33-1237.61,3600,286.38,,,48713,洛萨战斧,245,2,1,17,无,,30316,毁灭,41560,5,175,70,
101654,战争领主重斧,武器,力量输出,2,1,17,双手武器,260,力量+161；耐力+177,暴击等级+96；护甲穿透等级+96,暴击等级+99；护甲穿透等级+98,暴击等级×1.0312；护甲穿透等级×1.0208,4,520,530,1.0094,1,黄色,,0,823.35-1235.53,3600,285.96,,,47446,双刃屠斧,258,2,1,17,无,,34997,野蛮角斗士的斩首斧,49149,4,154,70,
101655,神祇焚烧重斧,武器,力量输出,2,1,17,双手武器,260,力量+161；耐力+177,暴击等级+96；护甲穿透等级+96,暴击等级+104；护甲穿透等级+91,暴击等级×1.0833；护甲穿透等级×0.9479,4,520,530,1.0057,0,,,0,823.35-1235.53,3600,285.96,,,47078,公正使者,258,2,1,17,无,,33670,复仇角斗士的斩首斧,47732,4,146,70,
101656,大领主之重斧,武器,力量输出,2,1,17,双手武器,260,力量+155；耐力+178,护甲穿透等级+88；精准等级+95,护甲穿透等级+92；精准等级+99,护甲穿透等级×1.0455；精准等级×1.0421,4,536,516,1.0155,0,,,0,800.44-1201.14,3500,285.94,,,51905,拉玛兰迪的抉择之刃,264,2,1,17,无,,34014,复仇角斗士的战斧,47771,4,146,70,
101657,游侠将军强弓,武器,敏捷输出,2,2,15,弓,260,敏捷+54；耐力+47,攻击强度+66；暴击等级+32；急速等级+28,攻击强度+61；暴击等级+35；急速等级+27,攻击强度×0.9242；暴击等级×1.0938；急速等级×0.9643,5,184,227,0.9868,0,,,0,512.48-877.28,2800,248.17,27,,45327,海妖的悲鸣,238,2,2,15,无,,30318,灵弦长弓,41875,5,175,70,
101658,通灵学院战弓,武器,敏捷输出,2,2,15,弓,260,敏捷+41；耐力+38,攻击强度+76；暴击等级+35；命中等级+22,攻击强度+78；暴击等级+37；命中等级+20,攻击强度×1.0263；暴击等级×1.0571；命中等级×0.9091,5,219,212,1.0094,1,黄色,,0,531.99-874.19,2900,242.44,,,51927,海洋之神骨弓,264,2,2,15,无,,34334,索利达尔，群星之怒,48902,5,164,70,
101659,裂云战弓,武器,敏捷输出,2,2,15,弓,260,敏捷+51；耐力+37,攻击强度+73；暴击等级+34；命中等级+31,攻击强度+74；暴击等级+36；命中等级+33,攻击强度×1.0137；暴击等级×1.0588；命中等级×1.0645,5,207,226,1.0221,0,,,0,540.08-895.37,2900,247.49,,,50776,海洋之神骨弓,251,2,2,15,无,,23051,防御者之刃,35450,5,86,60,
101660,潜踪猎弓,武器,敏捷输出,2,2,15,弓,260,敏捷+48；耐力+37,攻击强度+63；护甲穿透等级+27；命中等级+28,攻击强度+60；护甲穿透等级+26；命中等级+26,攻击强度×0.9524；护甲穿透等级×0.9630；命中等级×0.9286,5,176,203,0.9704,0,,,0,521.59-872.05,2800,248.86,,,48711,洛克夏拉，暗影诛灭者,245,2,2,15,无,,34196,奎尔萨拉斯金弓,48294,4,154,70,
101661,仲裁者之火枪,武器,敏捷输出,2,3,26,远程武器,260,敏捷+49；耐力+49,攻击强度+50；暴击等级+33；急速等级+24,攻击强度+50；暴击等级+31；急速等级+23,攻击强度×1.0000；暴击等级×0.9394；急速等级×0.9583,5,201,205,0.9854,0,,,0,539.30-886.57,2900,245.84,,,47523,菲斯克的自动火炮,258,2,3,26,无,,35075,野蛮角斗士的步枪,49393,4,154,70,
101662,镇魂使铳枪,武器,敏捷输出,2,3,26,远程武器,260,敏捷+49；耐力+49,攻击强度+50；暴击等级+33；急速等级+24,攻击强度+47；暴击等级+34；急速等级+24,攻击强度×0.9400；暴击等级×1.0303；急速等级×1.0000,5,201,205,0.9902,0,,,0,539.30-886.57,2900,245.84,,,47521,BRK-1000型火枪,258,2,3,26,无,,34530,复仇角斗士的步枪,48183,4,146,70,
101663,血精灵魔导师铳枪,武器,敏捷输出,2,3,26,远程武器,260,敏捷+49；耐力+26,攻击强度+73；暴击等级+35；命中等级+21,攻击强度+74；暴击等级+36；命中等级+22,攻击强度×1.0137；暴击等级×1.0286；命中等级×1.0476,5,177,204,1.0147,2,蓝色,红色,0,521.59-872.05,2800,248.86,,,48022,大口径燧石火枪,245,2,3,26,无,,32325,坚韧卫士火枪,44962,4,141,70,
101664,复苏之火枪,武器,敏捷输出,2,3,26,远程武器,260,敏捷+41；耐力+35,攻击强度+77；护甲穿透等级+35；急速等级+22,攻击强度+72；护甲穿透等级+33；急速等级+23,攻击强度×0.9351；护甲穿透等级×0.9429；急速等级×1.0455,5,217,210,0.9714,2,红色,黄色,0,551.16-904.86,3000,242.67,,,51845,打桩枪,264,2,3,26,无,,29949,奥金气枪,42178,4,134,70,
101665,破晓者之权杖,武器,力量输出,2,4,21,主手武器,260,耐力+89；力量+46,暴击等级+41；命中等级+42；精准等级+40,暴击等级+38；命中等级+45；精准等级+42,暴击等级×0.9268；命中等级×1.0714；精准等级×1.0500,5,267,258,1.0078,1,红色,,0,261.15-486.39,1700,219.86,,,51937,断骨权杖,264,2,4,13,同子类坦克评级等价替换,躲闪等级→暴击等级；防御等级→精准等级,30317,宇宙灌注者,41873,5,175,70,
101666,通灵学院钉锤,武器,力量输出,2,4,21,主手武器,260,耐力+100；力量+46,急速等级+47；命中等级+43；暴击等级+39,急速等级+50；命中等级+46；暴击等级+42,急速等级×1.0638；命中等级×1.0698；暴击等级×1.0769,5,253,275,1.0327,1,黄色,,0,260.81-485.27,1700,219.44,,,50760,断骨权杖,251,2,4,13,同子类坦克评级等价替换,躲闪等级→急速等级；防御等级→暴击等级,34335,圣灵之锤,48029,4,164,70,
101667,失落破夜短锤,武器,力量输出,2,4,21,主手武器,260,力量+50；耐力+100,命中等级+44；暴击等级+44；精准等级+34,命中等级+47；暴击等级+40；精准等级+36,命中等级×1.0682；暴击等级×0.9091；精准等级×1.0588,5,303,272,1.0037,2,蓝色,红色,0,246.12-459.06,1600,220.37,,,49997,米瑟里奥斯，铜须的遗产,271,2,4,13,同子类坦克评级等价替换,防御等级→命中等级；招架等级→暴击等级,34176,哀难,47992,4,154,70,
101668,泰坦监护者之短锤,武器,坦克,2,4,21,主手武器,260,耐力+88；力量+68,躲闪等级+32；招架等级+27；防御等级+37,躲闪等级+34；招架等级+26；防御等级+38,躲闪等级×1.0625；招架等级×0.9630；防御等级×1.0270,5,218,252,1.0079,1,蓝色,,0,245.83-457.02,1600,219.64,,,48714,忠烈之锤,245,2,4,13,无,,34199,执政官之槌,48908,4,154,70,
101669,余烬钉锤,武器,坦克,2,4,21,主手武器,260,耐力+89；力量+46,躲闪等级+41；命中等级+42；防御等级+40,躲闪等级+42；命中等级+40；防御等级+39,躲闪等级×1.0244；命中等级×0.9524；防御等级×0.9750,5,267,258,0.9922,1,红色,,0,261.15-486.39,1700,219.86,,,51937,断骨权杖,264,2,4,13,无,,34988,野蛮角斗士的碎骨锤,49136,4,154,70,
101670,焚烧战锤,武器,坦克,2,4,21,主手武器,260,耐力+101；力量+53,躲闪等级+47；精准等级+33；防御等级+37,躲闪等级+46；精准等级+35；防御等级+38,躲闪等级×0.9787；精准等级×1.0606；防御等级×1.0270,5,197,271,1.0074,1,黄色,,0,261.73-487.18,1700,220.27,,,45892,雷霆的传承,225,2,4,13,无,,35014,野蛮角斗士的木槌,49135,4,154,70,
101671,奥术轰雷权杖,武器,法系输出,2,4,21,主手武器,260,耐力+67；智力+67,法术强度+713；急速等级+67；暴击等级+45,法术强度+760；急速等级+65；暴击等级+49,法术强度×1.0659；急速等级×0.9701；暴击等级×1.0889,5,943,959,1.0511,0,,,0,109.83-347.79,1800,127.12,,,47483,苦难之末,258,2,4,21,无,,35082,野蛮角斗士的拯救,49146,4,154,70,
101672,奥术权杖,武器,法系输出,2,4,21,主手武器,260,耐力+67；智力+67,法术强度+713；急速等级+67；暴击等级+45,法术强度+770；急速等级+70；暴击等级+46,法术强度×1.0799；急速等级×1.0448；暴击等级×1.0222,5,943,959,1.0636,1,蓝色,,0,109.83-347.79,1800,127.12,,,47206,哀难的终结,258,2,4,21,无,,32500,卡拉波水晶之塔,45365,4,151,70,
101673,寒冰皇冠之短锤,武器,法系输出,2,4,21,主手武器,260,智力+65；耐力+64,法术强度+710；暴击等级+59；急速等级+53,法术强度+679；暴击等级+56；急速等级+50,法术强度×0.9563；暴击等级×0.9492；急速等级×0.9434,5,878,951,0.9611,1,红色,,0,111.08-350.48,1800,128.21,,,50051,真炎锤,251,2,4,21,无,,33662,复仇角斗士的碎骨锤,47606,4,146,70,
101674,唤星者短锤,武器,治疗,2,4,21,主手武器,260,耐力+66；智力+64,法术强度+713；暴击等级+57；每5秒法力回复+29,法术强度+779；暴击等级+61；每5秒法力回复+27,法术强度×1.0926；暴击等级×1.0702；每5秒法力回复×0.9310,5,913,929,1.0732,1,蓝色,,0,133.22-425.07,2200,126.88,,,51798,瓦琉斯，圣光使者之锤,258,2,4,21,无,,33687,复仇角斗士的木槌,47740,4,146,70,
101675,铁炉堡铁锤,武器,治疗,2,4,21,主手武器,260,耐力+63；智力+60,法术强度+716；急速等级+49；每5秒法力回复+28,法术强度+743；急速等级+47；每5秒法力回复+30,法术强度×1.0377；急速等级×0.9592；每5秒法力回复×1.0714,5,949,916,1.0295,1,黄色,,0,133.45-423.55,2200,126.59,,,51875,感染之伤,264,2,4,21,无,,34896,纳鲁赐福之槌,49111,4,146,70,
101676,仲裁者之钉锤,武器,治疗,2,4,21,主手武器,260,耐力+67；智力+56,法术强度+719；暴击等级+49；每5秒法力回复+28,法术强度+746；暴击等级+48；每5秒法力回复+29,法术强度×1.0376；暴击等级×0.9796；每5秒法力回复×1.0357,5,1014,919,1.0294,0,,,0,133.13-421.28,2200,126.00,,,51944,法流士，光明使者裁决槌,271,2,4,21,无,,30108,浅水权杖,47438,4,141,70,
101677,无尽战锤,武器,力量输出,2,5,17,双手武器,260,力量+182；耐力+178,暴击等级+114；命中等级+92,暴击等级+123；命中等级+88,暴击等级×1.0789；命中等级×0.9565,4,456,566,1.0088,0,,,0,826.59-1238.70,3600,286.85,,,45521,辟地,238,2,5,17,无,,17182,萨弗拉斯，炎魔拉格纳罗斯之手,29698,5,80,60,
101678,万法王巨锤,武器,力量输出,2,5,17,双手武器,260,力量+166；耐力+137,暴击等级+146；急速等级+75,暴击等级+148；急速等级+70,暴击等级×1.0137；急速等级×0.9333,4,353,524,0.9943,1,黄色,,0,832.88-1250.00,3600,289.29,,,49802,千钧,219,2,5,17,无,,34989,野蛮角斗士的碾骨锤,49993,4,154,70,
